denylist_tier,openalex_id,s2_id,arxiv_id,doi,title,year,venue,domain,sources
1hop_referenced,https://openalex.org/W3044773187,,,https://doi.org/10.1101/2020.07.22.211482,De novo protein design by deep network hallucination,2020,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W3046380953,,,https://doi.org/10.1101/2020.07.31.231746,Engineered ACE2 receptor traps potently neutralize SARS-CoV-2,2020,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W3048499980,,,https://doi.org/10.1101/2020.08.11.247395,Elicitation of potent neutralizing antibody responses by designed protein nanoparticle vaccines for SARS-CoV-2,2020,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W3080075062,,,https://doi.org/10.1126/science.abc0881,Expanding the space of protein geometries by computational design of de novo fold families,2020,Science,,
1hop_referenced,https://openalex.org/W3080407095,,,https://doi.org/10.1073/pnas.2005412117,An enumerative algorithm for de novo design of proteins with diverse pocket structures,2020,Proceedings of the National Academy of Sciences,,
1hop_referenced,https://openalex.org/W3093802804,,,https://doi.org/10.1073/pnas.2016093117,Engineered ACE2 receptor traps potently neutralize SARS-CoV-2,2020,Proceedings of the National Academy of Sciences,,
1hop_referenced,https://openalex.org/W3120617366,,,https://doi.org/10.1038/s41589-020-00699-x,Bottom-up de novo design of functional proteins with complex structural features,2021,Nature Chemical Biology,,
1hop_referenced,https://openalex.org/W3137624448,,,https://doi.org/10.1101/2021.03.12.435185,Large-scale design and refinement of stable proteins using sequence-only models,2021,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W3205544459,,,https://doi.org/10.1101/2021.10.11.463937,AlphaDesign: A <i>de novo</i> protein design framework based on AlphaFold,2021,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W3216341763,,,https://doi.org/10.1038/s41586-021-04184-w,De novo protein design by deep network hallucination,2021,Nature,,
1hop_referenced,https://openalex.org/W4220888452,,,https://doi.org/10.1371/journal.pone.0265020,Large-scale design and refinement of stable proteins using sequence-only models,2022,PLoS ONE,,
1hop_referenced,https://openalex.org/W4223504845,,,https://doi.org/10.1126/scitranslmed.abn1252,Multivalent designed proteins neutralize SARS-CoV-2 variants of concern and confer protection against infection in mice,2022,Science Translational Medicine,,
1hop_referenced,https://openalex.org/W4281626490,,,https://doi.org/10.1101/2022.06.03.494563,Robust deep learning based protein sequence design using ProteinMPNN,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4285010209,,,https://doi.org/10.1101/2022.07.10.499510,Antigen-Specific Antibody Design and Optimization with Diffusion-Based Generative Models for Protein Structures,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4285395549,,,https://doi.org/10.1101/2022.07.13.499967,ProteinSGM: Score-based generative modeling for <i>de novo</i> protein design,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4288066876,,,https://doi.org/10.1038/s41467-022-32007-7,ProtGPT2 is a deep unsupervised language model for protein design,2022,Nature Communications,,
1hop_referenced,https://openalex.org/W4297807322,,,https://doi.org/10.1101/2022.09.09.507333,Accurate prediction of nucleic acid and protein-nucleic acid complexes using RoseTTAFoldNA,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4300802462,,,https://doi.org/10.17615/8ga2-9t05,Rosetta3: An Object-Oriented Software Suite for the Simulation and Design of Macromolecules,2020,,,
1hop_referenced,https://openalex.org/W4300980637,,,https://doi.org/10.48550/arxiv.2209.15611,Protein structure generation via folding diffusion,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4311034774,,,https://doi.org/10.1101/2022.12.10.519862,De novo design of high-affinity protein binders to bioactive helical peptides,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4311179098,,,https://doi.org/10.1101/2022.12.01.518682,Illuminating protein space with a programmable generative model,2022,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4321480048,,,https://doi.org/10.1038/s41586-023-05696-3,De novo design of luciferases using deep learning,2023,Nature,,
1hop_referenced,https://openalex.org/W4322001724,,,https://doi.org/10.1101/2023.02.24.529906,Efficient and scalable <i>de novo</i> protein design using a relaxed sequence space,2023,bioRxiv (Cold Spring Harbor Laboratory),,
1hop_referenced,https://openalex.org/W4375856225,,,https://doi.org/10.1038/s41467-023-38328-5,Improving de novo protein binder design with deep learning,2023,Nature Communications,,
1hop_referenced,https://openalex.org/W6652886870,,,,,,,,
1hop_referenced,https://openalex.org/W6843565178,,,,,,,,
1hop_referenced,https://openalex.org/W6850221320,,,,,,,,
1hop_referenced,https://openalex.org/W1821462560,,,https://doi.org/10.48550/arxiv.1503.02531,Distilling the Knowledge in a Neural Network,2015,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W2002555321,,,https://doi.org/10.1145/1498765.1498785,Roofline,2009,Communications of the ACM,,
1hop_referenced,https://openalex.org/W2923014074,,,https://doi.org/10.18653/v1/w18-5446,GLUE: A Multi-Task Benchmark and Analysis Platform for Natural Language Understanding,2018,,,
1hop_referenced,https://openalex.org/W2963204221,,,,,,,,
1hop_referenced,https://openalex.org/W2963339397,,,,,,,,
1hop_referenced,https://openalex.org/W2963926728,,,,,,,,
1hop_referenced,https://openalex.org/W2963929190,,,https://doi.org/10.18653/v1/k16-1028,Abstractive Text Summarization using Sequence-to-sequence RNNs and Beyond,2016,,,
1hop_referenced,https://openalex.org/W3138154797,,,,,,,,
1hop_referenced,https://openalex.org/W3169942382,,,https://doi.org/10.18653/v1/2021.naacl-main.474,MediaSum: A Large-scale Media Interview Dataset for Dialogue Summarization,2021,,,
1hop_referenced,https://openalex.org/W4224308101,,,https://doi.org/10.48550/arxiv.2204.02311,PaLM: Scaling Language Modeling with Pathways,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4281758439,,,https://doi.org/10.48550/arxiv.2205.14135,FlashAttention: Fast and Memory-Efficient Exact Attention with IO-Awareness,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4288028629,,,,,,,,
1hop_referenced,https://openalex.org/W4288089799,,,https://doi.org/10.48550/arxiv.1910.10683,Exploring the Limits of Transfer Learning with a Unified Text-to-Text\n Transformer,2019,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4292119927,,,https://doi.org/10.48550/arxiv.2208.07339,LLM.int8(): 8-bit Matrix Multiplication for Transformers at Scale,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4307934016,,,https://doi.org/10.48550/arxiv.2210.17323,GPTQ: Accurate Post-Training Quantization for Generative Pre-trained Transformers,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4308760184,,,https://doi.org/10.48550/arxiv.2211.05102,Efficiently Scaling Transformer Inference,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4310561894,,,https://doi.org/10.48550/arxiv.2211.17192,Fast Inference from Transformers via Speculative Decoding,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4311252752,,,https://doi.org/10.48550/arxiv.2212.05055,Sparse Upcycling: Training Mixture-of-Experts from Dense Checkpoints,2022,arXiv (Cornell University),,
1hop_referenced,https://openalex.org/W4319166707,,,https://doi.org/10.48550/arxiv.2302.01318,Accelerating Large Language Model Decoding with Speculative Sampling,2023,arXiv (Cornell University),,
